scope,name,class,n_weights,n_blocks,payload_bpw,scale_bpw,sub_scale_bpw,init_bpw,affine_bpw,rht_bpw,header_bpw,v2_table_bpw,outl_pos_bpw,outl_val_bpw,outl_hdr_bpw,total_encoded_bpw,total_deploy_bpw
tensor,model.layers.14.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.15.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.15.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.15.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.15.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.15.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.15.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.15.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.16.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.16.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.16.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.16.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.16.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.16.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.16.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.17.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.17.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.17.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.17.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.17.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.17.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.17.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.18.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.18.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.18.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.18.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.18.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.18.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.18.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.19.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.19.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.19.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.19.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.19.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.19.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.19.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.2.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.2.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.2.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.2.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.2.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.2.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.2.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.20.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.20.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.20.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.20.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.20.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.20.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.20.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.21.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.21.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.21.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.21.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.21.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.21.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.21.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.22.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.22.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.22.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.22.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.22.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.22.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.22.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.23.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.23.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.23.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.23.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.23.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.23.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.23.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.3.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.3.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.3.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.3.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.3.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.3.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.3.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.4.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.4.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.4.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.4.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.4.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.4.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.4.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.5.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.5.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.5.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.5.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.5.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.5.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.5.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.6.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.6.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.6.mlp.up_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.6.self_attn.k_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.6.self_attn.o_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.6.self_attn.q_proj.weight,attn,802816,3136,3.00000,0.12500,0.18750,0.04688,0.00000,0.00008,0.00002,0.50000,0.20000,0.08000,0.00012,3.63959,4.13959
tensor,model.layers.6.self_attn.v_proj.weight,attn,114688,448,3.00000,0.12500,0.18750,0.04688,0.00000,0.00056,0.00014,0.50000,0.17002,0.08001,0.00084,3.61094,4.11094
tensor,model.layers.7.mlp.down_proj.weight,ffn_down,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
tensor,model.layers.7.mlp.gate_proj.weight,ffn_up_gate,4358144,17024,3.00000,0.12500,0.18750,0.04688,0.00000,0.00001,0.00000,0.50000,0.23000,0.08000,0.00002,3.66941,4.16941
